Frequency [Hz] - Plot 0,nm^2/Hz - Plot 0,temp [K],averages
88735,2.75E-05,,
88735.5,2.77E-05,,
88736,4.19E-05,,
88736.5,3.75E-05,,
88737,2.61E-05,,
88737.5,1.58E-05,,
88738,1.32E-05,,
88738.5,1.81E-05,,
88739,2.95E-05,,
88739.5,3.63E-05,,
88740,2.48E-05,,
88740.5,3.47E-05,,
88741,2.92E-05,,
88741.5,2.19E-05,,
88742,1.60E-05,,
88742.5,2.09E-05,,
88743,2.01E-05,,
88743.5,2.59E-05,,
88744,1.57E-05,,
88744.5,2.09E-05,,
88745,2.88E-05,,
88745.5,1.70E-05,,
88746,1.94E-05,,
88746.5,1.85E-05,,
88747,2.65E-05,,
88747.5,3.24E-05,,
88748,2.64E-05,,
88748.5,1.68E-05,,
88749,2.13E-05,,
88749.5,2.11E-05,,
88750,1.79E-05,,
88750.5,1.80E-05,,
88751,2.68E-05,,
88751.5,2.25E-05,,
88752,2.45E-05,,
88752.5,2.89E-05,,
88753,2.83E-05,,
88753.5,2.33E-05,,
88754,2.13E-05,,
88754.5,1.67E-05,,
88755,2.25E-05,,
88755.5,2.15E-05,,
88756,3.51E-05,,
88756.5,3.13E-05,,
88757,2.45E-05,,
88757.5,2.66E-05,,
88758,2.04E-05,,
88758.5,2.69E-05,,
88759,3.17E-05,,
88759.5,3.19E-05,,
88760,2.69E-05,,
88760.5,2.31E-05,,
88761,2.10E-05,,
88761.5,2.18E-05,,
88762,2.46E-05,,
88762.5,1.63E-05,,
88763,1.77E-05,,
88763.5,2.30E-05,,
88764,2.59E-05,,
88764.5,2.14E-05,,
88765,3.39E-05,,
88765.5,3.75E-05,,
88766,2.25E-05,,
88766.5,1.98E-05,,
88767,1.68E-05,,
88767.5,1.46E-05,,
88768,1.93E-05,,
88768.5,1.53E-05,,
88769,2.27E-05,,
88769.5,2.78E-05,,
88770,3.45E-05,,
88770.5,1.65E-05,,
88771,2.03E-05,,
88771.5,2.81E-05,,
88772,3.04E-05,,
88772.5,2.51E-05,,
88773,2.27E-05,,
88773.5,2.26E-05,,
88774,3.52E-05,,
88774.5,2.51E-05,,
88775,2.24E-05,,
88775.5,2.51E-05,,
88776,2.28E-05,,
88776.5,1.87E-05,,
88777,2.96E-05,,
88777.5,2.63E-05,,
88778,2.27E-05,,
88778.5,1.93E-05,,
88779,1.46E-05,,
88779.5,1.75E-05,,
88780,2.53E-05,,
88780.5,2.05E-05,,
88781,1.69E-05,,
88781.5,1.70E-05,,
88782,2.11E-05,,
88782.5,2.56E-05,,
88783,3.80E-05,,
88783.5,2.37E-05,,
88784,1.98E-05,,
88784.5,3.38E-05,,
88785,2.13E-05,,
88785.5,1.27E-05,,
88786,1.56E-05,,
88786.5,1.82E-05,,
88787,1.85E-05,,
88787.5,2.22E-05,,
88788,2.62E-05,,
88788.5,1.49E-05,,
88789,1.09E-05,,
88789.5,1.43E-05,,
88790,1.65E-05,,
88790.5,2.09E-05,,
88791,1.55E-05,,
88791.5,1.56E-05,,
88792,1.77E-05,,
88792.5,2.01E-05,,
88793,1.92E-05,,
88793.5,2.50E-05,,
88794,2.66E-05,,
88794.5,2.52E-05,,
88795,1.72E-05,,
88795.5,2.34E-05,,
88796,1.55E-05,,
88796.5,2.58E-05,,
88797,3.30E-05,,
88797.5,2.07E-05,,
88798,1.67E-05,,
88798.5,1.31E-05,,
88799,2.54E-05,,
88799.5,2.69E-05,,
88800,2.10E-05,,
88800.5,1.83E-05,,
88801,2.73E-05,,
88801.5,2.37E-05,,
88802,2.63E-05,,
88802.5,1.57E-05,,
88803,1.83E-05,,
88803.5,2.08E-05,,
88804,2.37E-05,,
88804.5,2.32E-05,,
88805,1.63E-05,,
88805.5,1.94E-05,,
88806,2.80E-05,,
88806.5,2.76E-05,,
88807,2.43E-05,,
88807.5,2.33E-05,,
88808,1.84E-05,,
88808.5,2.59E-05,,
88809,1.87E-05,,
88809.5,1.81E-05,,
88810,2.59E-05,,
88810.5,2.08E-05,,
88811,1.90E-05,,
88811.5,1.59E-05,,
88812,1.98E-05,,
88812.5,2.54E-05,,
88813,2.98E-05,,
88813.5,2.08E-05,,
88814,2.77E-05,,
88814.5,2.37E-05,,
88815,1.29E-05,,
88815.5,1.52E-05,,
88816,1.92E-05,,
88816.5,1.93E-05,,
88817,1.60E-05,,
88817.5,2.53E-05,,
88818,2.79E-05,,
88818.5,2.05E-05,,
88819,2.29E-05,,
88819.5,2.00E-05,,
88820,2.26E-05,,
88820.5,2.22E-05,,
88821,1.74E-05,,
88821.5,2.08E-05,,
88822,2.24E-05,,
88822.5,2.05E-05,,
88823,1.61E-05,,
88823.5,2.31E-05,,
88824,2.18E-05,,
88824.5,2.55E-05,,
88825,3.99E-05,,
88825.5,3.62E-05,,
88826,2.83E-05,,
88826.5,2.87E-05,,
88827,2.51E-05,,
88827.5,2.81E-05,,
88828,2.90E-05,,
88828.5,3.19E-05,,
88829,1.81E-05,,
88829.5,2.59E-05,,
88830,3.16E-05,,
88830.5,2.41E-05,,
88831,1.90E-05,,
88831.5,2.80E-05,,
88832,2.87E-05,,
88832.5,2.17E-05,,
88833,2.67E-05,,
88833.5,2.20E-05,,
88834,2.44E-05,,
88834.5,2.55E-05,,
88835,1.57E-05,,
88835.5,1.57E-05,,
88836,2.15E-05,,
88836.5,1.68E-05,,
88837,1.70E-05,,
88837.5,2.99E-05,,
88838,3.30E-05,,
88838.5,2.33E-05,,
88839,1.24E-05,,
88839.5,1.42E-05,,
88840,2.47E-05,,
88840.5,2.11E-05,,
88841,2.30E-05,,
88841.5,2.61E-05,,
88842,1.71E-05,,
88842.5,2.23E-05,,
88843,2.57E-05,,
88843.5,1.90E-05,,
88844,2.06E-05,,
88844.5,2.27E-05,,
88845,2.40E-05,,
88845.5,3.07E-05,,
88846,3.12E-05,,
88846.5,2.65E-05,,
88847,2.54E-05,,
88847.5,1.61E-05,,
88848,1.90E-05,,
88848.5,1.84E-05,,
88849,1.83E-05,,
88849.5,1.97E-05,,
88850,2.30E-05,,
88850.5,2.19E-05,,
88851,2.17E-05,,
88851.5,2.95E-05,,
88852,2.08E-05,,
88852.5,1.72E-05,,
88853,2.30E-05,,
88853.5,1.94E-05,,
88854,1.74E-05,,
88854.5,2.18E-05,,
88855,2.52E-05,,
88855.5,3.73E-05,,
88856,3.32E-05,,
88856.5,2.23E-05,,
88857,2.01E-05,,
88857.5,1.73E-05,,
88858,2.43E-05,,
88858.5,1.55E-05,,
88859,2.30E-05,,
88859.5,2.77E-05,,
88860,1.93E-05,,
88860.5,2.36E-05,,
88861,2.21E-05,,
88861.5,2.35E-05,,
88862,2.16E-05,,
88862.5,2.13E-05,,
88863,1.89E-05,,
88863.5,1.90E-05,,
88864,1.96E-05,,
88864.5,2.35E-05,,
88865,2.65E-05,,
88865.5,2.30E-05,,
88866,2.03E-05,,
88866.5,1.67E-05,,
88867,1.91E-05,,
88867.5,2.56E-05,,
88868,2.63E-05,,
88868.5,2.35E-05,,
88869,1.38E-05,,
88869.5,1.10E-05,,
88870,2.13E-05,,
88870.5,2.49E-05,,
88871,2.47E-05,,
88871.5,2.02E-05,,
88872,1.65E-05,,
88872.5,2.90E-05,,
88873,3.14E-05,,
88873.5,1.94E-05,,
88874,2.47E-05,,
88874.5,1.92E-05,,
88875,1.59E-05,,
88875.5,2.36E-05,,
88876,3.07E-05,,
88876.5,1.91E-05,,
88877,2.49E-05,,
88877.5,2.33E-05,,
88878,2.45E-05,,
88878.5,3.89E-05,,
88879,3.04E-05,,
88879.5,2.41E-05,,
88880,1.97E-05,,
88880.5,3.37E-05,,
88881,2.55E-05,,
88881.5,1.62E-05,,
88882,1.93E-05,,
88882.5,3.13E-05,,
88883,3.04E-05,,
88883.5,2.57E-05,,
88884,1.98E-05,,
88884.5,1.40E-05,,
88885,2.04E-05,,
88885.5,2.41E-05,,
88886,1.88E-05,,
88886.5,1.80E-05,,
88887,3.04E-05,,
88887.5,3.90E-05,,
88888,2.92E-05,,
88888.5,2.43E-05,,
88889,2.25E-05,,
88889.5,2.94E-05,,
88890,2.53E-05,,
88890.5,2.54E-05,,
88891,2.51E-05,,
88891.5,2.43E-05,,
88892,3.34E-05,,
88892.5,2.96E-05,,
88893,2.02E-05,,
88893.5,1.98E-05,,
88894,1.52E-05,,
88894.5,2.60E-05,,
88895,2.43E-05,,
88895.5,1.49E-05,,
88896,1.98E-05,,
88896.5,2.25E-05,,
88897,2.37E-05,,
88897.5,2.67E-05,,
88898,2.72E-05,,
88898.5,1.62E-05,,
88899,1.44E-05,,
88899.5,2.02E-05,,
88900,1.78E-05,,
88900.5,1.39E-05,,
88901,1.19E-05,,
88901.5,1.50E-05,,
88902,2.30E-05,,
88902.5,2.19E-05,,
88903,2.48E-05,,
88903.5,2.68E-05,,
88904,2.10E-05,,
88904.5,1.81E-05,,
88905,1.90E-05,,
88905.5,2.64E-05,,
88906,3.40E-05,,
88906.5,2.58E-05,,
88907,2.24E-05,,
88907.5,2.62E-05,,
88908,2.74E-05,,
88908.5,2.15E-05,,
88909,2.70E-05,,
88909.5,2.48E-05,,
88910,3.10E-05,,
88910.5,3.16E-05,,
88911,2.85E-05,,
88911.5,2.13E-05,,
88912,2.58E-05,,
88912.5,3.17E-05,,
88913,3.20E-05,,
88913.5,2.68E-05,,
88914,2.01E-05,,
88914.5,2.12E-05,,
88915,1.85E-05,,
88915.5,1.72E-05,,
88916,1.66E-05,,
88916.5,1.96E-05,,
88917,2.97E-05,,
88917.5,1.68E-05,,
88918,2.20E-05,,
88918.5,2.79E-05,,
88919,2.90E-05,,
88919.5,1.99E-05,,
88920,2.98E-05,,
88920.5,2.37E-05,,
88921,1.92E-05,,
88921.5,1.32E-05,,
88922,2.45E-05,,
88922.5,2.57E-05,,
88923,1.59E-05,,
88923.5,1.72E-05,,
88924,2.04E-05,,
88924.5,2.43E-05,,
88925,2.87E-05,,
88925.5,2.51E-05,,
88926,1.85E-05,,
88926.5,2.13E-05,,
88927,1.65E-05,,
88927.5,1.66E-05,,
88928,1.96E-05,,
88928.5,2.04E-05,,
88929,2.08E-05,,
88929.5,1.74E-05,,
88930,1.47E-05,,
88930.5,1.80E-05,,
88931,1.68E-05,,
88931.5,1.96E-05,,
88932,2.23E-05,,
88932.5,2.09E-05,,
88933,2.26E-05,,
88933.5,2.65E-05,,
88934,2.29E-05,,
88934.5,1.72E-05,,
88935,2.20E-05,,
88935.5,2.51E-05,,
88936,2.24E-05,,
88936.5,1.65E-05,,
88937,2.65E-05,,
88937.5,1.97E-05,,
88938,2.37E-05,,
88938.5,2.78E-05,,
88939,2.45E-05,,
88939.5,2.87E-05,,
88940,2.63E-05,,
88940.5,2.30E-05,,
88941,2.42E-05,,
88941.5,1.77E-05,,
88942,1.68E-05,,
88942.5,2.17E-05,,
88943,1.83E-05,,
88943.5,2.64E-05,,
88944,3.02E-05,,
88944.5,1.61E-05,,
88945,2.15E-05,,
88945.5,3.19E-05,,
88946,2.86E-05,,
88946.5,2.66E-05,,
88947,3.25E-05,,
88947.5,2.60E-05,,
88948,2.18E-05,,
88948.5,1.80E-05,,
88949,1.45E-05,,
88949.5,2.44E-05,,
88950,2.76E-05,,
88950.5,1.71E-05,,
88951,2.94E-05,,
88951.5,3.14E-05,,
88952,2.52E-05,,
88952.5,3.80E-05,,
88953,3.93E-05,,
88953.5,2.81E-05,,
88954,2.84E-05,,
88954.5,1.61E-05,,
88955,1.47E-05,,
88955.5,1.43E-05,,
88956,1.89E-05,,
88956.5,3.46E-05,,
88957,2.84E-05,,
88957.5,1.93E-05,,
88958,2.37E-05,,
88958.5,1.43E-05,,
88959,1.04E-05,,
88959.5,1.91E-05,,
88960,2.61E-05,,
88960.5,2.87E-05,,
88961,2.41E-05,,
88961.5,2.96E-05,,
88962,1.98E-05,,
88962.5,2.62E-05,,
88963,2.79E-05,,
88963.5,2.98E-05,,
88964,2.86E-05,,
88964.5,2.86E-05,,
88965,3.12E-05,,
88965.5,3.40E-05,,
88966,2.62E-05,,
88966.5,2.95E-05,,
88967,2.96E-05,,
88967.5,2.97E-05,,
88968,2.86E-05,,
88968.5,1.58E-05,,
88969,1.32E-05,,
88969.5,8.79E-06,,
88970,1.51E-05,,
88970.5,2.10E-05,,
88971,1.84E-05,,
88971.5,2.45E-05,,
88972,2.50E-05,,
88972.5,2.66E-05,,
88973,2.02E-05,,
88973.5,1.70E-05,,
88974,1.58E-05,,
88974.5,2.76E-05,,
88975,3.01E-05,,
88975.5,1.95E-05,,
88976,1.94E-05,,
88976.5,2.44E-05,,
88977,1.41E-05,,
88977.5,1.95E-05,,
88978,1.98E-05,,
88978.5,2.75E-05,,
88979,2.25E-05,,
88979.5,1.85E-05,,
88980,2.08E-05,,
88980.5,1.58E-05,,
88981,1.85E-05,,
88981.5,2.85E-05,,
88982,3.13E-05,,
88982.5,2.30E-05,,
88983,2.21E-05,,
88983.5,1.66E-05,,
88984,2.03E-05,,
88984.5,2.05E-05,,
88985,2.25E-05,,
88985.5,2.75E-05,,
88986,2.05E-05,,
88986.5,2.06E-05,,
88987,2.79E-05,,
88987.5,2.19E-05,,
88988,1.49E-05,,
88988.5,1.39E-05,,
88989,1.60E-05,,
88989.5,2.32E-05,,
88990,3.19E-05,,
88990.5,2.78E-05,,
88991,1.86E-05,,
88991.5,3.04E-05,,
88992,2.87E-05,,
88992.5,2.19E-05,,
88993,2.28E-05,,
88993.5,2.87E-05,,
88994,2.69E-05,,
88994.5,2.23E-05,,
88995,2.05E-05,,
88995.5,1.77E-05,,
88996,1.51E-05,,
88996.5,2.35E-05,,
88997,2.66E-05,,
88997.5,2.49E-05,,
88998,2.19E-05,,
88998.5,1.61E-05,,
88999,1.09E-05,,
88999.5,1.81E-05,,
89000,2.09E-05,,
89000.5,2.44E-05,,
89001,2.80E-05,,
89001.5,3.31E-05,,
89002,2.35E-05,,
89002.5,1.92E-05,,
89003,2.47E-05,,
89003.5,2.35E-05,,
89004,1.92E-05,,
89004.5,1.24E-05,,
89005,1.29E-05,,
89005.5,1.88E-05,,
89006,1.65E-05,,
89006.5,1.23E-05,,
89007,1.30E-05,,
89007.5,2.06E-05,,
89008,1.62E-05,,
89008.5,2.03E-05,,
89009,2.98E-05,,
89009.5,2.58E-05,,
89010,2.18E-05,,
89010.5,2.81E-05,,
89011,2.70E-05,,
89011.5,2.49E-05,,
89012,1.71E-05,,
89012.5,1.72E-05,,
89013,2.01E-05,,
89013.5,1.97E-05,,
89014,2.29E-05,,
89014.5,2.62E-05,,
89015,2.08E-05,,
89015.5,2.72E-05,,
89016,1.90E-05,,
89016.5,2.37E-05,,
89017,2.02E-05,,
89017.5,1.79E-05,,
89018,1.92E-05,,
89018.5,1.41E-05,,
89019,1.39E-05,,
89019.5,1.76E-05,,
89020,2.02E-05,,
89020.5,1.71E-05,,
89021,1.89E-05,,
89021.5,1.70E-05,,
89022,2.08E-05,,
89022.5,2.20E-05,,
89023,2.53E-05,,
89023.5,3.24E-05,,
89024,3.18E-05,,
89024.5,3.32E-05,,
89025,3.08E-05,,
89025.5,2.29E-05,,
89026,2.85E-05,,
89026.5,2.48E-05,,
89027,2.10E-05,,
89027.5,1.74E-05,,
89028,2.37E-05,,
89028.5,2.84E-05,,
89029,1.99E-05,,
89029.5,2.26E-05,,
89030,2.29E-05,,
89030.5,2.21E-05,,
89031,1.99E-05,,
89031.5,1.92E-05,,
89032,2.05E-05,,
89032.5,2.01E-05,,
89033,1.15E-05,,
89033.5,1.50E-05,,
89034,1.83E-05,,
89034.5,2.87E-05,,
89035,1.99E-05,,
89035.5,2.34E-05,,
89036,2.39E-05,,
89036.5,1.27E-05,,
89037,2.04E-05,,
89037.5,2.09E-05,,
89038,2.32E-05,,
89038.5,2.02E-05,,
89039,2.36E-05,,
89039.5,2.58E-05,,
89040,1.89E-05,,
89040.5,1.96E-05,,
89041,2.48E-05,,
89041.5,3.43E-05,,
89042,2.12E-05,,
89042.5,1.46E-05,,
89043,1.87E-05,,
89043.5,2.17E-05,,
89044,2.23E-05,,
89044.5,2.07E-05,,
89045,1.64E-05,,
89045.5,2.72E-05,,
89046,2.22E-05,,
89046.5,1.41E-05,,
89047,2.17E-05,,
89047.5,2.86E-05,,
89048,1.98E-05,,
89048.5,2.00E-05,,
89049,1.95E-05,,
89049.5,2.53E-05,,
89050,3.02E-05,,
89050.5,3.20E-05,,
89051,2.57E-05,,
89051.5,2.94E-05,,
89052,2.30E-05,,
89052.5,2.00E-05,,
89053,1.68E-05,,
89053.5,1.61E-05,,
89054,1.93E-05,,
89054.5,2.51E-05,,
89055,3.48E-05,,
89055.5,2.35E-05,,
89056,1.86E-05,,
89056.5,2.30E-05,,
89057,2.62E-05,,
89057.5,2.70E-05,,
89058,3.32E-05,,
89058.5,2.06E-05,,
89059,3.07E-05,,
89059.5,3.45E-05,,
89060,1.23E-05,,
89060.5,1.67E-05,,
89061,2.13E-05,,
89061.5,2.12E-05,,
89062,2.24E-05,,
89062.5,2.47E-05,,
89063,2.01E-05,,
89063.5,2.16E-05,,
89064,2.77E-05,,
89064.5,2.22E-05,,
89065,2.29E-05,,
89065.5,2.05E-05,,
89066,2.33E-05,,
89066.5,1.20E-05,,
89067,1.97E-05,,
89067.5,1.33E-05,,
89068,1.82E-05,,
89068.5,2.02E-05,,
89069,2.98E-05,,
89069.5,2.48E-05,,
89070,2.03E-05,,
89070.5,2.33E-05,,
89071,1.87E-05,,
89071.5,2.71E-05,,
89072,2.22E-05,,
89072.5,2.14E-05,,
89073,2.25E-05,,
89073.5,1.78E-05,,
89074,2.53E-05,,
89074.5,2.93E-05,,
89075,1.91E-05,,
89075.5,2.34E-05,,
89076,1.90E-05,,
89076.5,1.93E-05,,
89077,2.30E-05,,
89077.5,2.83E-05,,
89078,3.08E-05,,
89078.5,2.58E-05,,
89079,1.87E-05,,
89079.5,2.14E-05,,
89080,1.82E-05,,
89080.5,2.42E-05,,
89081,2.78E-05,,
89081.5,2.22E-05,,
89082,1.81E-05,,
89082.5,1.75E-05,,
89083,1.58E-05,,
89083.5,3.05E-05,,
89084,2.50E-05,,
89084.5,1.89E-05,,
89085,1.85E-05,,
89085.5,1.86E-05,,
89086,1.99E-05,,
89086.5,1.76E-05,,
89087,2.78E-05,,
89087.5,2.48E-05,,
89088,1.70E-05,,
89088.5,1.69E-05,,
89089,1.63E-05,,
89089.5,2.17E-05,,
89090,2.88E-05,,
89090.5,2.03E-05,,
89091,2.87E-05,,
89091.5,3.00E-05,,
89092,2.22E-05,,
89092.5,2.26E-05,,
89093,2.77E-05,,
89093.5,3.11E-05,,
89094,3.42E-05,,
89094.5,3.41E-05,,
89095,2.91E-05,,
89095.5,2.42E-05,,
89096,1.53E-05,,
89096.5,1.85E-05,,
89097,2.92E-05,,
89097.5,3.09E-05,,
89098,2.40E-05,,
89098.5,2.07E-05,,
89099,2.19E-05,,
89099.5,1.44E-05,,
89100,1.43E-05,,
89100.5,2.70E-05,,
89101,2.41E-05,,
89101.5,2.83E-05,,
89102,2.37E-05,,
89102.5,2.31E-05,,
89103,2.12E-05,,
89103.5,2.49E-05,,
89104,2.65E-05,,
89104.5,2.24E-05,,
89105,2.40E-05,,
89105.5,3.04E-05,,
89106,3.16E-05,,
89106.5,3.13E-05,,
89107,3.95E-05,,
89107.5,3.61E-05,,
89108,2.59E-05,,
89108.5,1.83E-05,,
89109,1.50E-05,,
89109.5,1.61E-05,,
89110,2.37E-05,,
89110.5,2.03E-05,,
89111,1.99E-05,,
89111.5,2.51E-05,,
89112,3.05E-05,,
89112.5,3.29E-05,,
89113,2.65E-05,,
89113.5,1.92E-05,,
89114,1.97E-05,,
89114.5,3.52E-05,,
89115,4.08E-05,,
89115.5,2.73E-05,,
89116,2.29E-05,,
89116.5,2.00E-05,,
89117,2.32E-05,,
89117.5,2.06E-05,,
89118,1.87E-05,,
89118.5,1.62E-05,,
89119,2.15E-05,,
89119.5,2.54E-05,,
89120,2.40E-05,,
89120.5,2.19E-05,,
89121,2.34E-05,,
89121.5,1.87E-05,,
89122,2.29E-05,,
89122.5,2.60E-05,,
89123,1.98E-05,,
89123.5,2.07E-05,,
89124,3.09E-05,,
89124.5,1.83E-05,,
89125,2.10E-05,,
89125.5,1.81E-05,,
89126,1.78E-05,,
89126.5,2.12E-05,,
89127,2.64E-05,,
89127.5,2.47E-05,,
89128,2.69E-05,,
89128.5,2.45E-05,,
89129,2.10E-05,,
89129.5,2.39E-05,,
89130,2.22E-05,,
89130.5,2.56E-05,,
89131,2.63E-05,,
89131.5,2.92E-05,,
89132,2.07E-05,,
89132.5,1.34E-05,,
89133,1.36E-05,,
89133.5,1.88E-05,,
89134,1.61E-05,,
89134.5,2.17E-05,,
89135,2.80E-05,,
89135.5,3.04E-05,,
89136,2.29E-05,,
89136.5,2.31E-05,,
89137,1.43E-05,,
89137.5,1.22E-05,,
89138,2.02E-05,,
89138.5,3.06E-05,,
89139,2.25E-05,,
89139.5,2.89E-05,,
89140,4.00E-05,,
89140.5,4.04E-05,,
89141,3.34E-05,,
89141.5,2.92E-05,,
89142,1.83E-05,,
89142.5,2.17E-05,,
89143,2.16E-05,,
89143.5,2.26E-05,,
89144,3.06E-05,,
89144.5,2.80E-05,,
89145,2.58E-05,,
89145.5,1.85E-05,,
89146,2.14E-05,,
89146.5,2.09E-05,,
89147,2.66E-05,,
89147.5,2.15E-05,,
89148,2.74E-05,,
89148.5,2.54E-05,,
89149,2.57E-05,,
89149.5,2.79E-05,,
89150,2.88E-05,,
89150.5,1.64E-05,,
89151,1.71E-05,,
89151.5,1.95E-05,,
89152,1.93E-05,,
89152.5,2.77E-05,,
89153,2.06E-05,,
89153.5,2.11E-05,,
89154,2.43E-05,,
89154.5,2.99E-05,,
89155,3.16E-05,,
89155.5,1.83E-05,,
89156,2.20E-05,,
89156.5,2.78E-05,,
89157,2.79E-05,,
89157.5,2.05E-05,,
89158,1.09E-05,,
89158.5,1.85E-05,,
89159,2.54E-05,,
89159.5,2.54E-05,,
89160,2.23E-05,,
89160.5,2.26E-05,,
89161,3.52E-05,,
89161.5,3.06E-05,,
89162,2.96E-05,,
89162.5,2.51E-05,,
89163,2.72E-05,,
89163.5,1.71E-05,,
89164,2.44E-05,,
89164.5,3.17E-05,,
89165,2.04E-05,,
89165.5,1.73E-05,,
89166,1.43E-05,,
89166.5,2.06E-05,,
89167,2.91E-05,,
89167.5,3.22E-05,,
89168,2.34E-05,,
89168.5,2.07E-05,,
89169,3.27E-05,,
89169.5,2.82E-05,,
89170,2.86E-05,,
89170.5,2.25E-05,,
89171,2.14E-05,,
89171.5,2.16E-05,,
89172,2.33E-05,,
89172.5,2.35E-05,,
89173,2.57E-05,,
89173.5,3.31E-05,,
89174,2.54E-05,,
89174.5,1.67E-05,,
89175,2.14E-05,,
89175.5,2.61E-05,,
89176,2.37E-05,,
89176.5,2.20E-05,,
89177,2.37E-05,,
89177.5,1.85E-05,,
89178,1.81E-05,,
89178.5,2.14E-05,,
89179,2.12E-05,,
89179.5,1.91E-05,,
89180,1.95E-05,,
89180.5,2.28E-05,,
89181,1.75E-05,,
89181.5,2.88E-05,,
89182,2.70E-05,,
89182.5,2.00E-05,,
89183,2.78E-05,,
89183.5,2.67E-05,,
89184,1.78E-05,,
89184.5,1.70E-05,,
89185,2.02E-05,,
89185.5,3.08E-05,,
89186,3.93E-05,,
89186.5,2.32E-05,,
89187,3.15E-05,,
89187.5,2.21E-05,,
89188,1.57E-05,,
89188.5,1.41E-05,,
89189,1.70E-05,,
89189.5,2.40E-05,,
89190,2.74E-05,,
89190.5,2.83E-05,,
89191,2.89E-05,,
89191.5,2.28E-05,,
89192,1.83E-05,,
89192.5,1.73E-05,,
89193,2.84E-05,,
89193.5,2.74E-05,,
89194,1.75E-05,,
89194.5,2.96E-05,,
89195,2.23E-05,,
89195.5,2.00E-05,,
89196,2.07E-05,,
89196.5,2.32E-05,,
89197,3.17E-05,,
89197.5,1.44E-05,,
89198,1.99E-05,,
89198.5,1.89E-05,,
89199,2.29E-05,,
89199.5,2.39E-05,,
89200,2.05E-05,,
89200.5,1.99E-05,,
89201,1.88E-05,,
89201.5,1.68E-05,,
89202,1.32E-05,,
89202.5,2.14E-05,,
89203,1.84E-05,,
89203.5,2.81E-05,,
89204,2.85E-05,,
89204.5,2.50E-05,,
89205,1.65E-05,,
89205.5,2.19E-05,,
89206,1.47E-05,,
89206.5,2.11E-05,,
89207,1.78E-05,,
89207.5,1.94E-05,,
89208,2.78E-05,,
89208.5,2.78E-05,,
89209,2.23E-05,,
89209.5,1.47E-05,,
89210,1.32E-05,,
89210.5,1.83E-05,,
89211,2.23E-05,,
89211.5,2.79E-05,,
89212,1.97E-05,,
89212.5,2.03E-05,,
89213,1.61E-05,,
89213.5,2.12E-05,,
89214,2.37E-05,,
89214.5,2.03E-05,,
89215,2.10E-05,,
89215.5,2.05E-05,,
89216,2.55E-05,,
89216.5,2.51E-05,,
89217,2.18E-05,,
89217.5,2.00E-05,,
89218,2.08E-05,,
89218.5,2.60E-05,,
89219,2.75E-05,,
89219.5,1.91E-05,,
89220,1.90E-05,,
89220.5,2.84E-05,,
89221,1.81E-05,,
89221.5,2.47E-05,,
89222,3.18E-05,,
89222.5,2.64E-05,,
89223,1.98E-05,,
89223.5,1.48E-05,,
89224,1.63E-05,,
89224.5,2.68E-05,,
89225,2.26E-05,,
89225.5,1.75E-05,,
89226,1.58E-05,,
89226.5,1.84E-05,,
89227,2.68E-05,,
89227.5,3.63E-05,,
89228,2.21E-05,,
89228.5,1.19E-05,,
89229,1.69E-05,,
89229.5,2.69E-05,,
89230,3.38E-05,,
89230.5,2.95E-05,,
89231,2.58E-05,,
89231.5,2.84E-05,,
89232,2.88E-05,,
89232.5,2.29E-05,,
89233,2.15E-05,,
89233.5,1.99E-05,,
89234,2.28E-05,,
89234.5,1.68E-05,,
89235,1.38E-05,,
89235.5,2.92E-05,,
89236,2.56E-05,,
89236.5,3.28E-05,,
89237,4.30E-05,,
89237.5,2.92E-05,,
89238,3.20E-05,,
89238.5,3.42E-05,,
89239,3.10E-05,,
89239.5,1.95E-05,,
89240,1.73E-05,,
89240.5,3.12E-05,,
89241,2.96E-05,,
89241.5,1.69E-05,,
89242,2.37E-05,,
89242.5,2.83E-05,,
89243,2.62E-05,,
89243.5,1.10E-05,,
89244,2.12E-05,,
89244.5,2.42E-05,,
89245,1.89E-05,,
89245.5,1.76E-05,,
89246,2.42E-05,,
89246.5,2.52E-05,,
89247,1.73E-05,,
89247.5,2.83E-05,,
89248,2.39E-05,,
89248.5,2.27E-05,,
89249,2.29E-05,,
89249.5,1.89E-05,,
89250,2.58E-05,,
89250.5,2.23E-05,,
89251,1.80E-05,,
89251.5,2.35E-05,,
89252,2.89E-05,,
89252.5,2.83E-05,,
89253,2.83E-05,,
89253.5,2.28E-05,,
89254,2.68E-05,,
89254.5,1.98E-05,,
89255,2.24E-05,,
89255.5,2.21E-05,,
89256,2.14E-05,,
89256.5,1.74E-05,,
89257,1.37E-05,,
89257.5,1.45E-05,,
89258,2.20E-05,,
89258.5,3.45E-05,,
89259,2.50E-05,,
89259.5,1.51E-05,,
89260,1.85E-05,,
89260.5,2.65E-05,,
89261,2.49E-05,,
89261.5,2.11E-05,,
89262,1.86E-05,,
89262.5,2.40E-05,,
89263,2.52E-05,,
89263.5,2.25E-05,,
89264,1.74E-05,,
89264.5,1.62E-05,,
89265,2.38E-05,,
89265.5,3.20E-05,,
89266,2.70E-05,,
89266.5,2.88E-05,,
89267,2.63E-05,,
89267.5,2.71E-05,,
89268,2.61E-05,,
89268.5,2.23E-05,,
89269,2.33E-05,,
89269.5,2.87E-05,,
89270,2.29E-05,,
89270.5,2.19E-05,,
89271,1.39E-05,,
